For M5|Adr   184|KD1      112      16:42:10    5|                      |                      |Z       137.74525 m   | 
For M5|Adr   185|KD1      112      16:43:471   5|Rb        0.06211 m   |HD          3.557 m   |                      | 
For M5|Adr   186|KD1      113      16:44:501   5|Rf        1.85692 m   |HD          2.284 m   |                      | 
For M5|Adr   187|KD1      113      16:44:50    5|                      |                      |Z       135.95044 m   | 
For M5|Adr   188|KD1      113      16:46:351   5|Rb        0.11200 m   |HD          7.221 m   |                      | 
For M5|Adr   189|KD1     1106      16:47:201   5|Rf        1.50356 m   |HD          1.365 m   |                      | 
For M5|Adr   190|KD1     1106      16:47:20    5|                      |                      |Z       134.55888 m   | 
For M5|Adr   191|KD1     1106      16:50:351   5|Rb        1.45464 m   |HD          8.158 m   |                      | 
For M5|Adr   192|KD1     1069      16:51:091   5|Rf        1.38240 m   |HD          5.778 m   |                      | 
For M5|Adr   193|KD1     1069      16:51:09    5|                      |                      |Z       134.63112 m   | 
For M5|Adr   194|KD1     1069      16:53:431   5|Rb        1.39909 m   |HD         17.541 m   |                      | 
For M5|Adr   195|KD1       56      16:54:561   5|Rf        1.51604 m   |HD          7.905 m   |                      | 
For M5|Adr   196|KD1       56      16:54:56    5|                      |                      |Z       134.51417 m   | 
For M5|Adr   197|KD1       56      16:56:271   5|Rb        1.49729 m   |HD         14.906 m   |                      | 
For M5|Adr   198|TO  Intermediate sight.       5|                      |                      |                      | 
For M5|Adr   199|KD1    10055      16:57:371   5|Rz        1.44861 m   |HD         17.755 m   |Z       134.56285 m   | 
For M5|Adr   200|KD1    10054      16:58:101   5|Rz        1.48112 m   |HD         16.529 m   |Z       134.53034 m   | 
For M5|Adr   201|KD1     1005      16:58:441   5|Rz        1.46264 m   |HD         19.786 m   |Z       134.54882 m   | 
For M5|Adr   202|KD1    10040      17:01:211   5|Rz        1.47871 m   |HD          7.766 m   |Z       134.53275 m   | 
For M5|Adr   203|KD1    10051      17:02:031   5|Rz        1.50010 m   |HD          5.535 m   |Z       134.51136 m   | 
For M5|Adr   204|TO  End of interm. sight.     5|                      |                      |                      | 
For M5|Adr   205|KD1      117      17:04:271   5|Rf        1.59221 m   |HD         17.148 m   |                      | 
For M5|Adr   206|KD1      117      17:04:27    5|                      |                      |Z       134.41925 m   | 
For M5|Adr   207|KD1      117      17:06:221   5|Rb        1.58588 m   |HD         14.839 m   |                      | 
For M5|Adr   208|TO  Intermediate sight.       5|                      |                      |                      | 
For M5|Adr   209|KD1    10022      17:07:341   5|Rz        1.39035 m   |HD         18.677 m   |Z       134.61478 m   | 
For M5|Adr   210|KD1    10024      17:08:521   5|Rz        1.52194 m   |HD          3.318 m   |Z       134.48319 m   | 
For M5|Adr   211|TO  Intermediate sight.       5|                      |                      |                      | 
For M5|Adr   212|KD1    10025      17:21:081   5|Rz        1.47503 m   |HD          5.352 m   |Z       134.53010 m   | 
For M5|Adr   213|TO  End of interm. sight.     5|                      |                      |                      | 
For M5|Adr   214|KD1     2525      17:30:521   5|Rf        1.47504 m   |HD          5.353 m   |                      | 
For M5|Adr   215|KD1     2525      17:30:52    5|                      |                      |Z       134.53009 m   | 
For M5|Adr   216|KD1     2525                  5|Sh       -8.54471 m   |dz        0.00051 m   |Z       134.53060 m   | 
For M5|Adr   217|KD2     2525       18         5|Db         255.83 m   |Df         228.75 m   |Z       134.53009 m   | 
For M5|Adr   218|TO  End-Line                  5|                      |                      |                      | 
For M5|Adr   219|TO  Start-Line         BF     6|                      |                      |                      | 
For M5|Adr   220|KD1    12479                  6|                      |                      |Z       197.87600 m   | 
For M5|Adr   221|KD1    12479      14:20:321   6|Rb        1.11082 m   |HD          6.516 m   |                      | 
For M5|Adr   222|KD1      101      14:21:231   6|Rf        1.65716 m   |HD          7.746 m   |                      | 
For M5|Adr   223|KD1      101      14:21:23    6|                      |                      |Z       197.32966 m   | 
For M5|Adr   224|KD1      101      14:23:071   6|Rb        1.53494 m   |HD         23.295 m   |                      | 
For M5|Adr   225|TO  Intermediate sight.       6|                      |                      |                      | 
For M5|Adr   226|KD1        3      14:25:591   6|Rz        0.85545 m   |HD         15.722 m   |Z       198.00915 m   | 
For M5|Adr   227|TO  Intermediate sight.       6|                      |                      |                      | 
For M5|Adr   228|KD1        4      14:37:401   6|Rz        0.93384 m   |HD         10.048 m   |Z       197.93076 m   | 
For M5|Adr   229|KD1        5      14:38:291   6|Rz        1.03231 m   |HD          6.412 m   |Z       197.83229 m   | 
For M5|Adr   230|KD1        6      14:39:201   6|Rz        0.96086 m   |HD          7.729 m   |Z       197.90374 m   | 
For M5|Adr   231|KD1        7      14:40:081   6|Rz        1.11658 m   |HD         12.565 m   |Z       197.74802 m   | 
For M5|Adr   232|TO  End of interm. sight.     6|                      |                      |                      | 
For M5|Adr   233|KD1      102      14:41:251   6|Rf        1.56917 m   |HD         19.878 m   |                      | 
For M5|Adr   234|KD1      102      14:41:25    6|                      |                      |Z       197.29543 m   | 
For M5|Adr   235|KD1      102      14:42:361   6|Rb        1.48008 m   |HD          8.004 m   |                      | 
For M5|Adr   236|TO  Intermediate sight.       6|                      |                      |                      | 
For M5|Adr   237|KD1   197.67      14:45:161   6|Rz        1.00387 m   |HD          6.667 m   |Z       197.77164 m   | 
For M5|Adr   238|TO  End of interm. sight.     6|                      |                      |                      | 
For M5|Adr   239|KD1      103      14:45:581   6|Rf        1.40714 m   |HD          4.161 m   |                      | 
For M5|Adr   240|KD1      103      14:45:58    6|                      |                      |Z       197.36837 m   | 
For M5|Adr   241|KD1      103      14:47:471   6|Rb        1.76787 m   |HD         31.157 m   |                      | 
For M5|Adr   242|TO  Intermediate sight.       6|                      |                      |                      | 
For M5|Adr   243|KD1        8      14:48:281   6|Rz        1.47221 m   |HD         22.039 m   |Z       197.66403 m   | 
For M5|Adr   244|KD1        9      14:49:071   6|Rz        1.41606 m   |HD         20.219 m   |Z       197.72018 m   | 
For M5|Adr   245|KD1       10      14:51:521   6|Rz        1.40824 m   |HD         24.528 m   |Z       197.72800 m   | 
For M5|Adr   246|KD1       11      14:54:161   6|Rz        1.32380 m   |HD         32.503 m   |Z       197.81244 m   | 
For M5|Adr   247|KD1       12      14:56:311   6|Rz        1.49625 m   |HD         39.044 m   |Z       197.63999 m   | 
For M5|Adr   248|KD1       13      14:57:401   6|Rz        1.37543 m   |HD         44.071 m   |Z       197.76081 m   | 
For M5|Adr   249|KD1       14      14:59:411   6|Rz        1.28731 m   |HD         50.921 m   |Z       197.84893 m   | 
For M5|Adr   250|KD1       15      15:00:321   6|Rz        1.27808 m   |HD         51.409 m   |Z       197.85816 m   | 
For M5|Adr   251|TO  End of interm. sight.     6|                      |                      |                      | 
For M5|Adr   252|KD1      104      15:03:321   6|Rf        1.29115 m   |HD         33.208 m   |                      | 
For M5|Adr   253|KD1      104      15:03:32    6|                      |                      |Z       197.84509 m   | 
For M5|Adr   254|KD1      104                  6|Sh       -0.03091 m   |dz        0.03091 m   |Z       197.87600 m   | 
For M5|Adr   255|KD2      104        4         6|Db          68.97 m   |Df          64.99 m   |Z       197.84509 m   | 
For M5|Adr   256|TO  End-Line                  6|                      |                      |                      | 
For M5|Adr   257|TO  Start-Line         BF   124|                      |                      |                      | 
For M5|Adr   258|KD1    12479                124|                      |                      |Z       197.87600 m   | 
For M5|Adr   259|KD1    12479      15:06:331 124|Rb        1.29112 m   |HD         33.210 m   |                      | 
For M5|Adr   260|TO  Intermediate sight.     124|                      |                      |                      | 
For M5|Adr   261|KD1        9      15:07:461 124|Rz        1.41592 m   |HD         20.243 m   |Z       197.75120 m   | 
For M5|Adr   262|KD1        8      15:08:281 124|Rz        1.47184 m   |HD         22.044 m   |Z       197.69528 m   | 
For M5|Adr   263|TO  End of interm. sight.   124|                      |                      |                      | 
For M5|Adr   264|KD1      147      15:09:171 124|Rf        1.29106 m   |HD         33.083 m   |                      | 
For M5|Adr   265|KD1      147      15:09:17  124|                      |                      |Z       197.87606 m   | 
For M5|Adr   266|KD1      147      15:10:481 124|Rb        1.09474 m   |HD          8.774 m   |                      | 
For M5|Adr   267|TO  Intermediate sight.     124|                      |                      |                      | 
For M5|Adr   268|KD1        7      15:11:291 124|Rz        1.19213 m   |HD         20.983 m   |Z       197.77867 m   | 
For M5|Adr   269|KD1        5      15:12:181 124|Rz        1.10598 m   |HD         32.605 m   |Z       197.86482 m   | 
For M5|Adr   270|KD1        4      15:13:031 124|Rz        1.00770 m   |HD         38.874 m   |Z       197.96310 m   | 
For M5|Adr   271|TO  End of interm. sight.   124|                      |                      |                      | 
For M5|Adr   272|KD1      148      15:13:511 124|Rf        1.09432 m   |HD          8.775 m   |                      | 
For M5|Adr   273|KD1      148      15:13:51  124|                      |                      |Z       197.87648 m   | 
For M5|Adr   274|KD1      148                124|Sh        0.00048 m   |dz       -0.00048 m   |Z       197.87600 m   | 
For M5|Adr   275|KD2      148        2       124|Db          41.98 m   |Df          41.86 m   |Z       197.87648 m   | 
For M5|Adr   276|TO  End-Line                124|                      |                      |                      | 
